ORG_NAME,SEVERITY,_time,count,kpi
mflow,critical,2023-05-05T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-05T00:00:00.000+0100,19,NETOpen
cpubd,critical,2023-05-05T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-05T00:00:00.000+0100,15,NETOpen
cplay,high,2023-05-05T00:00:00.000+0100,27,NETOpen
che,high,2023-05-05T00:00:00.000+0100,23,NETOpen
buy,high,2023-05-05T00:00:00.000+0100,16,NETOpen
buy,critical,2023-05-05T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-05T00:00:00.000+0100,819,NETOpen
Voddisco,critical,2023-05-05T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-05T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-05T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-05T00:00:00.000+0100,2014,NETOpen
Hestia,critical,2023-05-05T00:00:00.000+0100,162,NETOpen
CHA,high,2023-05-05T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-05T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-05T00:00:00.000+0100,35,Q1Open
pims,high,2023-05-05T00:00:00.000+0100,176,Q1Open
mflow,high,2023-05-05T00:00:00.000+0100,188,Q1Open
cproc,high,2023-05-05T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-05T00:00:00.000+0100,22,Q1Open
che,high,2023-05-05T00:00:00.000+0100,11,Q1Open
buy,high,2023-05-05T00:00:00.000+0100,11,Q1Open
Voddisco,high,2023-05-05T00:00:00.000+0100,34,Q1Open
Savi 2,high,2023-05-05T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-05T00:00:00.000+0100,25,Q1Open
savi,high,2023-05-05T00:00:00.000+0100,488,NETClosed
savi,critical,2023-05-05T00:00:00.000+0100,20,NETClosed
pims,high,2023-05-05T00:00:00.000+0100,712,NETClosed
pims,critical,2023-05-05T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-05T00:00:00.000+0100,852,NETClosed
mflow,critical,2023-05-05T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-05T00:00:00.000+0100,62,NETClosed
cpubd,critical,2023-05-05T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-05T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-05T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-05T00:00:00.000+0100,96,NETClosed
cplay,critical,2023-05-05T00:00:00.000+0100,1,NETClosed
che,high,2023-05-05T00:00:00.000+0100,53,NETClosed
che,critical,2023-05-05T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-05T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-05T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-05T00:00:00.000+0100,1621,NETClosed
Voddisco,critical,2023-05-05T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-05T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-05T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-05T00:00:00.000+0100,38,NETClosed
Hestia,critical,2023-05-05T00:00:00.000+0100,6,NETClosed
CHA,high,2023-05-05T00:00:00.000+0100,242,NETClosed
savi,high,2023-05-05T00:00:00.000+0100,2,Q1Closed
sota,high,2023-05-04T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-04T00:00:00.000+0100,825,NETOpen
savi,critical,2023-05-04T00:00:00.000+0100,38,NETOpen
pims,high,2023-05-04T00:00:00.000+0100,209,NETOpen
mflow,high,2023-05-04T00:00:00.000+0100,204,NETOpen
mflow,critical,2023-05-04T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-04T00:00:00.000+0100,19,NETOpen
cpubd,critical,2023-05-04T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-04T00:00:00.000+0100,15,NETOpen
cplay,high,2023-05-04T00:00:00.000+0100,16,NETOpen
che,high,2023-05-04T00:00:00.000+0100,24,NETOpen
buy,high,2023-05-04T00:00:00.000+0100,5,NETOpen
buy,critical,2023-05-04T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-04T00:00:00.000+0100,788,NETOpen
Voddisco,critical,2023-05-04T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-04T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-04T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-04T00:00:00.000+0100,2020,NETOpen
Hestia,critical,2023-05-04T00:00:00.000+0100,162,NETOpen
CHA,high,2023-05-04T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-04T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-04T00:00:00.000+0100,26,Q1Open
pims,high,2023-05-04T00:00:00.000+0100,77,Q1Open
mflow,high,2023-05-04T00:00:00.000+0100,122,Q1Open
cproc,high,2023-05-04T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-04T00:00:00.000+0100,11,Q1Open
che,high,2023-05-04T00:00:00.000+0100,11,Q1Open
Voddisco,high,2023-05-04T00:00:00.000+0100,1,Q1Open
Savi 2,high,2023-05-04T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-04T00:00:00.000+0100,25,Q1Open
savi,high,2023-05-04T00:00:00.000+0100,4,Q1Closed
savi,high,2023-05-04T00:00:00.000+0100,498,NETClosed
savi,critical,2023-05-04T00:00:00.000+0100,22,NETClosed
pims,high,2023-05-04T00:00:00.000+0100,715,NETClosed
pims,critical,2023-05-04T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-04T00:00:00.000+0100,854,NETClosed
mflow,critical,2023-05-04T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-04T00:00:00.000+0100,69,NETClosed
cpubd,critical,2023-05-04T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-04T00:00:00.000+0100,293,NETClosed
cproc,critical,2023-05-04T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-04T00:00:00.000+0100,97,NETClosed
cplay,critical,2023-05-04T00:00:00.000+0100,1,NETClosed
che,high,2023-05-04T00:00:00.000+0100,55,NETClosed
che,critical,2023-05-04T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-04T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-04T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-04T00:00:00.000+0100,1619,NETClosed
Voddisco,critical,2023-05-04T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-04T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-04T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-04T00:00:00.000+0100,32,NETClosed
Hestia,critical,2023-05-04T00:00:00.000+0100,6,NETClosed
CHA,high,2023-05-04T00:00:00.000+0100,242,NETClosed
savi,high,2023-05-03T00:00:00.000+0100,1,Q1Closed
sota,high,2023-05-03T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-03T00:00:00.000+0100,828,NETOpen
savi,critical,2023-05-03T00:00:00.000+0100,41,NETOpen
pims,high,2023-05-03T00:00:00.000+0100,132,NETOpen
mflow,high,2023-05-03T00:00:00.000+0100,87,NETOpen
mflow,critical,2023-05-03T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-03T00:00:00.000+0100,25,NETOpen
cpubd,critical,2023-05-03T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-03T00:00:00.000+0100,5,NETOpen
cplay,high,2023-05-03T00:00:00.000+0100,5,NETOpen
che,high,2023-05-03T00:00:00.000+0100,14,NETOpen
buy,high,2023-05-03T00:00:00.000+0100,8,NETOpen
buy,critical,2023-05-03T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-03T00:00:00.000+0100,789,NETOpen
Voddisco,critical,2023-05-03T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-03T00:00:00.000+0100,118,NETOpen
Savi 2,critical,2023-05-03T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-03T00:00:00.000+0100,2017,NETOpen
Hestia,critical,2023-05-03T00:00:00.000+0100,163,NETOpen
CHA,high,2023-05-03T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-03T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-03T00:00:00.000+0100,15,Q1Open
mflow,high,2023-05-03T00:00:00.000+0100,1,Q1Open
Voddisco,high,2023-05-03T00:00:00.000+0100,1,Q1Open
Savi 2,high,2023-05-03T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-03T00:00:00.000+0100,3,Q1Open
savi,high,2023-05-03T00:00:00.000+0100,487,NETClosed
savi,critical,2023-05-03T00:00:00.000+0100,19,NETClosed
pims,high,2023-05-03T00:00:00.000+0100,720,NETClosed
pims,critical,2023-05-03T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-03T00:00:00.000+0100,850,NETClosed
mflow,critical,2023-05-03T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-03T00:00:00.000+0100,63,NETClosed
cpubd,critical,2023-05-03T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-03T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-03T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-03T00:00:00.000+0100,98,NETClosed
cplay,critical,2023-05-03T00:00:00.000+0100,1,NETClosed
che,high,2023-05-03T00:00:00.000+0100,54,NETClosed
che,critical,2023-05-03T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-03T00:00:00.000+0100,92,NETClosed
buy,critical,2023-05-03T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-03T00:00:00.000+0100,1619,NETClosed
Voddisco,critical,2023-05-03T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-03T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-03T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-03T00:00:00.000+0100,13,NETClosed
Hestia,critical,2023-05-03T00:00:00.000+0100,5,NETClosed
CHA,high,2023-05-03T00:00:00.000+0100,242,NETClosed
sota,high,2023-05-02T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-02T00:00:00.000+0100,832,NETOpen
savi,critical,2023-05-02T00:00:00.000+0100,41,NETOpen
pims,high,2023-05-02T00:00:00.000+0100,132,NETOpen
mflow,high,2023-05-02T00:00:00.000+0100,86,NETOpen
mflow,critical,2023-05-02T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-02T00:00:00.000+0100,30,NETOpen
cpubd,critical,2023-05-02T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-02T00:00:00.000+0100,5,NETOpen
cplay,high,2023-05-02T00:00:00.000+0100,5,NETOpen
che,high,2023-05-02T00:00:00.000+0100,17,NETOpen
buy,high,2023-05-02T00:00:00.000+0100,8,NETOpen
buy,critical,2023-05-02T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-02T00:00:00.000+0100,797,NETOpen
Voddisco,critical,2023-05-02T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-02T00:00:00.000+0100,119,NETOpen
Savi 2,critical,2023-05-02T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-02T00:00:00.000+0100,2017,NETOpen
Hestia,critical,2023-05-02T00:00:00.000+0100,163,NETOpen
CHA,high,2023-05-02T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-02T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-02T00:00:00.000+0100,1,Q1Closed
savi,high,2023-05-02T00:00:00.000+0100,15,Q1Open
Voddisco,high,2023-05-02T00:00:00.000+0100,1,Q1Open
Savi 2,high,2023-05-02T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-02T00:00:00.000+0100,3,Q1Open
savi,high,2023-05-02T00:00:00.000+0100,485,NETClosed
savi,critical,2023-05-02T00:00:00.000+0100,19,NETClosed
pims,high,2023-05-02T00:00:00.000+0100,720,NETClosed
pims,critical,2023-05-02T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-02T00:00:00.000+0100,850,NETClosed
mflow,critical,2023-05-02T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-02T00:00:00.000+0100,58,NETClosed
cpubd,critical,2023-05-02T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-02T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-02T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-02T00:00:00.000+0100,98,NETClosed
cplay,critical,2023-05-02T00:00:00.000+0100,1,NETClosed
che,high,2023-05-02T00:00:00.000+0100,51,NETClosed
che,critical,2023-05-02T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-02T00:00:00.000+0100,92,NETClosed
buy,critical,2023-05-02T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-02T00:00:00.000+0100,1619,NETClosed
Voddisco,critical,2023-05-02T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-02T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-02T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-02T00:00:00.000+0100,13,NETClosed
Hestia,critical,2023-05-02T00:00:00.000+0100,5,NETClosed
CHA,high,2023-05-02T00:00:00.000+0100,242,NETClosed
savi,high,2023-05-01T00:00:00.000+0100,15,Q1Open
Voddisco,high,2023-05-01T00:00:00.000+0100,1,Q1Open
Savi 2,high,2023-05-01T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-01T00:00:00.000+0100,3,Q1Open
sota,high,2023-05-01T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-01T00:00:00.000+0100,830,NETOpen
savi,critical,2023-05-01T00:00:00.000+0100,41,NETOpen
pims,high,2023-05-01T00:00:00.000+0100,132,NETOpen
mflow,high,2023-05-01T00:00:00.000+0100,86,NETOpen
mflow,critical,2023-05-01T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-01T00:00:00.000+0100,30,NETOpen
cpubd,critical,2023-05-01T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-01T00:00:00.000+0100,5,NETOpen
cplay,high,2023-05-01T00:00:00.000+0100,5,NETOpen
che,high,2023-05-01T00:00:00.000+0100,17,NETOpen
buy,high,2023-05-01T00:00:00.000+0100,8,NETOpen
buy,critical,2023-05-01T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-01T00:00:00.000+0100,788,NETOpen
Voddisco,critical,2023-05-01T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-01T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-01T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-01T00:00:00.000+0100,2017,NETOpen
Hestia,critical,2023-05-01T00:00:00.000+0100,163,NETOpen
CHA,high,2023-05-01T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-01T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-01T00:00:00.000+0100,484,NETClosed
savi,critical,2023-05-01T00:00:00.000+0100,19,NETClosed
pims,high,2023-05-01T00:00:00.000+0100,720,NETClosed
pims,critical,2023-05-01T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-01T00:00:00.000+0100,850,NETClosed
mflow,critical,2023-05-01T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-01T00:00:00.000+0100,58,NETClosed
cpubd,critical,2023-05-01T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-01T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-01T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-01T00:00:00.000+0100,98,NETClosed
cplay,critical,2023-05-01T00:00:00.000+0100,1,NETClosed
che,high,2023-05-01T00:00:00.000+0100,51,NETClosed
che,critical,2023-05-01T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-01T00:00:00.000+0100,92,NETClosed
buy,critical,2023-05-01T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-01T00:00:00.000+0100,1619,NETClosed
Voddisco,critical,2023-05-01T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-01T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-01T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-01T00:00:00.000+0100,13,NETClosed
Hestia,critical,2023-05-01T00:00:00.000+0100,5,NETClosed
CHA,high,2023-05-01T00:00:00.000+0100,242,NETClosed
sota,high,2023-04-30T00:00:00.000+0100,16,NETOpen
savi,high,2023-04-30T00:00:00.000+0100,830,NETOpen
savi,critical,2023-04-30T00:00:00.000+0100,41,NETOpen
pims,high,2023-04-30T00:00:00.000+0100,132,NETOpen
mflow,high,2023-04-30T00:00:00.000+0100,86,NETOpen
mflow,critical,2023-04-30T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-04-30T00:00:00.000+0100,30,NETOpen
cpubd,critical,2023-04-30T00:00:00.000+0100,1,NETOpen
cproc,high,2023-04-30T00:00:00.000+0100,5,NETOpen
cplay,high,2023-04-30T00:00:00.000+0100,5,NETOpen
che,high,2023-04-30T00:00:00.000+0100,17,NETOpen
buy,high,2023-04-30T00:00:00.000+0100,7,NETOpen
buy,critical,2023-04-30T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-04-30T00:00:00.000+0100,788,NETOpen
Voddisco,critical,2023-04-30T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-04-30T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-04-30T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-04-30T00:00:00.000+0100,2017,NETOpen
Hestia,critical,2023-04-30T00:00:00.000+0100,163,NETOpen
CHA,high,2023-04-30T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-04-30T00:00:00.000+0100,16,NETOpen
savi,high,2023-04-30T00:00:00.000+0100,484,NETClosed
savi,high,2023-04-30T00:00:00.000+0100,15,Q1Open
savi,critical,2023-04-30T00:00:00.000+0100,19,NETClosed
Voddisco,high,2023-04-30T00:00:00.000+0100,1,Q1Open
pims,high,2023-04-30T00:00:00.000+0100,720,NETClosed
Savi 2,high,2023-04-30T00:00:00.000+0100,1,Q1Open
pims,critical,2023-04-30T00:00:00.000+0100,80,NETClosed
Hestia,high,2023-04-30T00:00:00.000+0100,3,Q1Open
mflow,high,2023-04-30T00:00:00.000+0100,850,NETClosed
mflow,critical,2023-04-30T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-04-30T00:00:00.000+0100,58,NETClosed
cpubd,critical,2023-04-30T00:00:00.000+0100,26,NETClosed
cproc,high,2023-04-30T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-04-30T00:00:00.000+0100,41,NETClosed
cplay,high,2023-04-30T00:00:00.000+0100,98,NETClosed
cplay,critical,2023-04-30T00:00:00.000+0100,1,NETClosed
che,high,2023-04-30T00:00:00.000+0100,51,NETClosed
che,critical,2023-04-30T00:00:00.000+0100,2,NETClosed
buy,high,2023-04-30T00:00:00.000+0100,92,NETClosed
buy,critical,2023-04-30T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-04-30T00:00:00.000+0100,1619,NETClosed
Voddisco,critical,2023-04-30T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-04-30T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-04-30T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-04-30T00:00:00.000+0100,13,NETClosed
Hestia,critical,2023-04-30T00:00:00.000+0100,5,NETClosed
CHA,high,2023-04-30T00:00:00.000+0100,242,NETClosed
savi,high,2023-04-29T00:00:00.000+0100,15,Q1Open
Voddisco,high,2023-04-29T00:00:00.000+0100,1,Q1Open
Savi 2,high,2023-04-29T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-04-29T00:00:00.000+0100,3,Q1Open
sota,high,2023-04-29T00:00:00.000+0100,16,NETOpen
savi,high,2023-04-29T00:00:00.000+0100,830,NETOpen
savi,critical,2023-04-29T00:00:00.000+0100,41,NETOpen
pims,high,2023-04-29T00:00:00.000+0100,132,NETOpen
mflow,high,2023-04-29T00:00:00.000+0100,82,NETOpen
mflow,critical,2023-04-29T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-04-29T00:00:00.000+0100,25,NETOpen
cpubd,critical,2023-04-29T00:00:00.000+0100,1,NETOpen
cproc,high,2023-04-29T00:00:00.000+0100,4,NETOpen
cplay,high,2023-04-29T00:00:00.000+0100,5,NETOpen
che,high,2023-04-29T00:00:00.000+0100,16,NETOpen
buy,high,2023-04-29T00:00:00.000+0100,6,NETOpen
buy,critical,2023-04-29T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-04-29T00:00:00.000+0100,786,NETOpen
Voddisco,critical,2023-04-29T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-04-29T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-04-29T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-04-29T00:00:00.000+0100,2017,NETOpen
Hestia,critical,2023-04-29T00:00:00.000+0100,163,NETOpen
CHA,high,2023-04-29T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-04-29T00:00:00.000+0100,16,NETOpen
savi,high,2023-04-29T00:00:00.000+0100,484,NETClosed
savi,critical,2023-04-29T00:00:00.000+0100,19,NETClosed
pims,high,2023-04-29T00:00:00.000+0100,720,NETClosed
pims,critical,2023-04-29T00:00:00.000+0100,80,NETClosed
mflow,high,2023-04-29T00:00:00.000+0100,850,NETClosed
mflow,critical,2023-04-29T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-04-29T00:00:00.000+0100,58,NETClosed
cpubd,critical,2023-04-29T00:00:00.000+0100,26,NETClosed
cproc,high,2023-04-29T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-04-29T00:00:00.000+0100,41,NETClosed
cplay,high,2023-04-29T00:00:00.000+0100,98,NETClosed
cplay,critical,2023-04-29T00:00:00.000+0100,1,NETClosed
che,high,2023-04-29T00:00:00.000+0100,51,NETClosed
che,critical,2023-04-29T00:00:00.000+0100,2,NETClosed
buy,high,2023-04-29T00:00:00.000+0100,92,NETClosed
buy,critical,2023-04-29T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-04-29T00:00:00.000+0100,1618,NETClosed
Voddisco,critical,2023-04-29T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-04-29T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-04-29T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-04-29T00:00:00.000+0100,13,NETClosed
Hestia,critical,2023-04-29T00:00:00.000+0100,5,NETClosed
CHA,high,2023-04-29T00:00:00.000+0100,242,NETClosed
sota,high,2023-04-28T00:00:00.000+0100,16,NETOpen
savi,high,2023-04-28T00:00:00.000+0100,825,NETOpen
savi,critical,2023-04-28T00:00:00.000+0100,41,NETOpen
pims,high,2023-04-28T00:00:00.000+0100,132,NETOpen
mflow,high,2023-04-28T00:00:00.000+0100,79,NETOpen
mflow,critical,2023-04-28T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-04-28T00:00:00.000+0100,19,NETOpen
cpubd,critical,2023-04-28T00:00:00.000+0100,1,NETOpen
cproc,high,2023-04-28T00:00:00.000+0100,4,NETOpen
cplay,high,2023-04-28T00:00:00.000+0100,5,NETOpen
che,high,2023-04-28T00:00:00.000+0100,12,NETOpen
buy,high,2023-04-28T00:00:00.000+0100,5,NETOpen
buy,critical,2023-04-28T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-04-28T00:00:00.000+0100,783,NETOpen
Voddisco,critical,2023-04-28T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-04-28T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-04-28T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-04-28T00:00:00.000+0100,2016,NETOpen
Hestia,critical,2023-04-28T00:00:00.000+0100,163,NETOpen
CHA,high,2023-04-28T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-04-28T00:00:00.000+0100,16,NETOpen
savi,high,2023-04-28T00:00:00.000+0100,10,Q1Open
Voddisco,high,2023-04-28T00:00:00.000+0100,1,Q1Open
Savi 2,high,2023-04-28T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-04-28T00:00:00.000+0100,2,Q1Open
savi,high,2023-04-28T00:00:00.000+0100,486,NETClosed
savi,critical,2023-04-28T00:00:00.000+0100,21,NETClosed
pims,high,2023-04-28T00:00:00.000+0100,720,NETClosed
pims,critical,2023-04-28T00:00:00.000+0100,80,NETClosed
mflow,high,2023-04-28T00:00:00.000+0100,850,NETClosed
mflow,critical,2023-04-28T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-04-28T00:00:00.000+0100,58,NETClosed
cpubd,critical,2023-04-28T00:00:00.000+0100,26,NETClosed
cproc,high,2023-04-28T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-04-28T00:00:00.000+0100,41,NETClosed
cplay,high,2023-04-28T00:00:00.000+0100,98,NETClosed
cplay,critical,2023-04-28T00:00:00.000+0100,1,NETClosed
che,high,2023-04-28T00:00:00.000+0100,51,NETClosed
che,critical,2023-04-28T00:00:00.000+0100,2,NETClosed
buy,high,2023-04-28T00:00:00.000+0100,92,NETClosed
buy,critical,2023-04-28T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-04-28T00:00:00.000+0100,1618,NETClosed
Voddisco,critical,2023-04-28T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-04-28T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-04-28T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-04-28T00:00:00.000+0100,13,NETClosed
Hestia,critical,2023-04-28T00:00:00.000+0100,5,NETClosed
CHA,high,2023-04-28T00:00:00.000+0100,242,NETClosed
sota,high,2023-04-27T00:00:00.000+0100,16,NETOpen
savi,high,2023-04-27T00:00:00.000+0100,817,NETOpen
savi,critical,2023-04-27T00:00:00.000+0100,43,NETOpen
pims,high,2023-04-27T00:00:00.000+0100,132,NETOpen
mflow,high,2023-04-27T00:00:00.000+0100,79,NETOpen
mflow,critical,2023-04-27T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-04-27T00:00:00.000+0100,19,NETOpen
cpubd,critical,2023-04-27T00:00:00.000+0100,1,NETOpen
cproc,high,2023-04-27T00:00:00.000+0100,4,NETOpen
cplay,high,2023-04-27T00:00:00.000+0100,5,NETOpen
che,high,2023-04-27T00:00:00.000+0100,12,NETOpen
buy,high,2023-04-27T00:00:00.000+0100,5,NETOpen
buy,critical,2023-04-27T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-04-27T00:00:00.000+0100,782,NETOpen
Voddisco,critical,2023-04-27T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-04-27T00:00:00.000+0100,116,NETOpen
Savi 2,critical,2023-04-27T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-04-27T00:00:00.000+0100,2013,NETOpen
Hestia,critical,2023-04-27T00:00:00.000+0100,163,NETOpen
CHA,high,2023-04-27T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-04-27T00:00:00.000+0100,16,NETOpen
savi,high,2023-04-27T00:00:00.000+0100,486,NETClosed
savi,critical,2023-04-27T00:00:00.000+0100,20,NETClosed
pims,high,2023-04-27T00:00:00.000+0100,720,NETClosed
pims,critical,2023-04-27T00:00:00.000+0100,80,NETClosed
mflow,high,2023-04-27T00:00:00.000+0100,850,NETClosed
mflow,critical,2023-04-27T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-04-27T00:00:00.000+0100,58,NETClosed
cpubd,critical,2023-04-27T00:00:00.000+0100,26,NETClosed
cproc,high,2023-04-27T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-04-27T00:00:00.000+0100,41,NETClosed
cplay,high,2023-04-27T00:00:00.000+0100,98,NETClosed
cplay,critical,2023-04-27T00:00:00.000+0100,1,NETClosed
